"Architect (Passive Effect)","Passive Effect: You may attend and witness Judicial Conclaves (but may not speak unless given permission). You may also approach and petition any Justicar or hosting Prince at a Conclave.","status,architect,passive,mechanic,conclave,justicar,access"
"Architect (Spent Effect)","Spent Effect: You may place an agenda item as a topic for the Speaker at a Conclave.","status,architect,spent,mechanic,conclave,politics,agenda"
"Status: Ascendant","An Abiding Status trait. Held by Justicars, Inner Circle members, or Imperators. Represents supreme authority.","status,abiding,ascendant,justicar,inner circle,supreme,positive"
"Ascendant (Passive Effect)","Passive Effect: You are immune to the powers of, and may contradict orders given by, any individual who does not have the Ascendant status.","status,ascendant,passive,mechanic,immunity,authority"
"Ascendant (Spent Effect)","Spent Effect: You may give the Negative Status 'Disgraced' or initiate a global blood hunt. Three expenditures (from different sources) add a target to the Red List or issue a doctrinal edict.","status,ascendant,spent,mechanic,punishment,red list,blood hunt"
"Status: Authority","An Abiding Status trait. Held by the Prince (and sometimes Seneschal/Justicars). Represents the right to rule and judge.","status,abiding,authority,prince,ruler,positive"
"Authority (Passive Effect)","Passive Effect: You may award the Fleeting Statuses 'Courageous', 'Defender', 'Honorable', or 'Loyal' without expending the trait. A target can only hold one such awarded status from the same source at a time.","status,authority,passive,mechanic,granting status,prince"
"Authority (Spent Effect)","Spent Effect: You may punish or pardon. Expend to give the Negative Status 'Warned' or 'Forsaken', or to remove them.","status,authority,spent,mechanic,punishment,pardon,forsaken,warned"
"Status: Commander","An Abiding Status trait. Held by the Prince or higher officers (Justicar, Archon). Represents martial or executive command.","status,abiding,commander,prince,archon,officer,positive"
"Commander (Passive Effect)","Passive Effect: You may issue orders to any sect member without Authority, and expect obedience. Disobedience strips the target of all Fleeting Status temporarily. You may also deputize up to 3 individuals with 'Enforcer' for a night.","status,commander,passive,mechanic,orders,deputize,enforcer"
"Commander (Spent Effect)","Spent Effect: You may award up to three characters either the Fleeting Status 'Courageous' or 'Loyal'.","status,commander,spent,mechanic,granting status,buff"
"Status: Confirmed","An Abiding Status trait. Held by any Ancilla of the Camarilla. Represents being a proven member of society.","status,abiding,confirmed,ancilla,positive,rank"
"Confirmed (Passive Effect)","Passive Effect: You may approach any officer of the sect without a formal introduction, avoiding social penalties.","status,confirmed,passive,mechanic,social,access"
"Confirmed (Spent Effect)","Spent Effect: You may order a non-supernatural mortal (ghoul, revenant) beholden to the sect to obey you (unless contradicting their master). You have the authority to kill such a mortal if they refuse. Cannot be used in combat.","status,confirmed,spent,mechanic,ghouls,mortals,command"
"Status: Courageous","A Fleeting Status trait. Awarded by a Commander or Authority. Represents bravery and martial capability.","status,fleeting,courageous,combat,positive"
"Courageous (Passive Effect)","Passive Effect: You can use a combat maneuver once per game without spending Willpower. Only usable when following the directives of someone with Authority or Commander status.","status,courageous,passive,mechanic,combat,willpower"
"Courageous (Spent Effect)","Spent Effect: If not violating sect laws, expend to allow one character (self or other) to use a combat maneuver without spending Willpower.","status,courageous,spent,mechanic,combat,buff"
"Status: Courteous","A Fleeting Status trait. Awarded by Prominent (Harpy) or Sovereign (Prince). Represents impeccable etiquette and social grace.","status,fleeting,courteous,social,positive"
"Courteous (Passive Effect)","Passive Effect: You cannot be targeted by the Subterfuge skill to redirect blame for the use of a supernatural power.","status,courteous,passive,mechanic,defense,subterfuge"
"Courteous (Spent Effect)","Spent Effect: Overcome any political gaffe or etiquette error made in the last five minutes. The error is acknowledged but must be forgiven/ignored by those present.","status,courteous,spent,mechanic,social,defense,forgiveness"
"Status: Defender","A Fleeting Status trait. Awarded by an Enforcer (Sheriff/Scourge/Keeper) or Authority. Represents a guardian role.","status,fleeting,defender,martial,positive,guard"
"Defender (Passive Effect)","Passive Effect: You may carry weapons to any gathering, including restricted ones. Authorities must allow you to go armed.","status,defender,passive,mechanic,weapons,access"
"Defender (Spent Effect)","Spent Effect: Reduce the number of Beast traits gained by one (1) when performing an action that triggers a sin. Limit one per sin.","status,defender,spent,mechanic,morality,beast traits"
"Status: Disgraced","A Negative Status trait. Awarded by a Guardian (Harpy/Keeper), refusal of Prominent effects, or breaking a Warned censure. Represents social pariah status.","status,negative,disgraced,censure,punishment"
"Disgraced (Censure)","Censure: Prohibited from carrying weapons or using powers near officers without permission. Cannot feed in sect territory (scraps only). Cannot spend or gain status. Boons owed to you need not be repaid.","status,disgraced,censure,mechanic,restriction,feeding"
"Disgraced (Removal)","Removal: Lasts as long as you hold 'Warned'. If acquired without 'Warned', lasts for two games or one month (whichever is longer). Can be removed by apologizing and paying a Major Boon to the officer if caught violating.","status,disgraced,removal,mechanic,duration,redemption"
"Praised (from Disgraced)","Mechanic: Anyone who publicly insults a Disgraced character gains the Fleeting Status 'Praised'. Multiple people can gain this from one target, but only once per target per game.","status,disgraced,mechanic,praised,insult,social"
"Status: Enforcer","An Abiding Status (for Officers) or Fleeting Status (if deputized). Held by Sheriff, Scourge, Keeper, or deputies of the Sovereign/Commander. Represents law enforcement.","status,abiding,fleeting,enforcer,sheriff,scourge,keeper,positive"
"Enforcer (Passive Effect)","Passive Effect: You may carry weapons to any gathering. You may deputize up to two others with 'Defender' for a single night.","status,enforcer,passive,mechanic,weapons,deputize"
"Enforcer (Spent Effect)","Spent Effect: Give the Negative Status 'Warned' to an individual you legitimately believe has broken sect or domain law.","status,enforcer,spent,mechanic,punishment,warned"
"Status: Established","An Abiding Status trait. Held by Elders. Represents age, tenure, and entrenched power.","status,abiding,established,elder,positive"
"Established (Passive Effect)","Passive Effect: Anyone who openly insults, threatens, or attacks you automatically receives the Negative Status 'Warned'. (Authority/Commander/Triumphant are immune).","status,established,passive,mechanic,defense,warned,insult"
"Established (Spent Effect)","Spent Effect: You may give the Fleeting Status 'Favored'.","status,established,spent,mechanic,granting status,favored"
"Status: Favored","A Fleeting Status trait. Awarded by an Established (Elder). Represents being under an Elder's protection.","status,fleeting,favored,social,protection,positive"
"Favored (Passive Effect)","Passive Effect: Anyone who openly attacks you automatically receives 'Warned' (unless immune). Shows you have a patron.","status,favored,passive,mechanic,defense,warned"
"Favored (Spent Effect)","Spent Effect: Negate a negative status before it is applied. The attacker cannot attempt to apply negative status to you again for the night.","status,favored,spent,mechanic,defense,immunity"
"Status: Forsaken","A Negative Status trait. Given by Authority (Prince+). Represents a death sentence (Blood Hunt).","status,negative,forsaken,blood hunt,death,punishment"
"Forsaken (Censure)","Censure: You are no longer Accepted. You hold no status. You may be destroyed without repercussion. Society's laws do not protect you.","status,forsaken,censure,mechanic,blood hunt,lextalionis"
"Forsaken (Removal)","Removal: Can only be removed by an expenditure of Authority status (pardon). Usually permanent until death.","status,forsaken,removal,mechanic,pardon"
"Triumphant (from Forsaken)","Mechanic: If a sect member kills a Forsaken vampire, they gain the Fleeting Status 'Triumphant'. Only one person can claim this per death.","status,forsaken,mechanic,triumphant,reward,kill"
"Status: Gallant","A Fleeting Status trait. Gained by fulfilling a boon to someone with 'Social Nobility'. Represents chivalry and honor.","status,fleeting,gallant,social,boon,positive"
"Gallant (Passive Effect)","Passive Effect: None.","status,gallant,passive,mechanic,none"
"Gallant (Spent Effect)","Spent Effect: Overcome any political/etiquette error made in the last 5 minutes. The error is acknowledged but must be forgiven.","status,gallant,spent,mechanic,social,defense,forgiveness"
"Status: Guardian","An Abiding Status trait. Held by Harpy or Keeper. Represents protection of social or physical norms.","status,abiding,guardian,harpy,keeper,positive"
"Guardian (Passive Effect)","Passive Effect: Award 'Warned' to anyone behaving inappropriately in your jurisdiction or disrespecting your proclamations.","status,guardian,passive,mechanic,punishment,warned"
"Guardian (Spent Effect)","Spent Effect: Give the Negative Status 'Disgraced'. Keepers declare 'Profane', Harpies declare 'Boonbreaker'.","status,guardian,spent,mechanic,punishment,disgraced"
"Status: Honorable","A Fleeting Status trait. Awarded by Prominent (Harpy) or Authority (Prince). Represents personal integrity.","status,fleeting,honorable,social,integrity,positive"
"Honorable (Passive Effect)","Passive Effect: Individuals must expend a positive status to openly accuse you of lying. Only one spend required to bypass this, even if you have multiple Honorable traits.","status,honorable,passive,mechanic,defense,lying,truth"
"Honorable (Spent Effect)","Spent Effect: Remain in a scene you would otherwise be politically forced to leave. Immune to the spend bonus of Abiding Status in that instance.","status,honorable,spent,mechanic,stay,defense,social"
"Status: Loyal","A Fleeting Status trait. Awarded by Noble, Prestigious Sire, Authority, or Commander. Represents dedication to the sect/domain.","status,fleeting,loyal,social,duty,positive"
"Loyal (Passive Effect)","Passive Effect: If you receive 'Warned', this status is stripped instead of applying the Negative Status. (Sacrificial shield).","status,loyal,passive,mechanic,defense,warned,buffer"
"Loyal (Spent Effect)","Spent Effect: Acquire one piece of equipment or general info on short notice via NPC minions (5 min delay). Cannot be secret info or unique items.","status,loyal,spent,mechanic,equipment,info,minions"
"Status: Noble","An Abiding Status trait. Held by Primogen, Whip (acting), Harpy, or Seneschal. Represents high court standing.","status,abiding,noble,primogen,harpy,seneschal,positive"
"Noble (Passive Effect)","Passive Effect: Award 'Acclaimed' or 'Loyal' without expending. Target limited to one from you at a time.","status,noble,passive,mechanic,granting status,buff"
"Noble (Spent Effect)","Spent Effect: Give the Negative Status 'Vulgar' to an individual who caused significant offense.","status,noble,spent,mechanic,punishment,vulgar"
"Status: Ominous","An Abiding Status trait. Held by the Inner Circle. Represents terrifying, absolute power.","status,abiding,ominous,inner circle,positive"
"Ominous (Passive Effect)","Passive Effect: Grants highest level of command. Almost everything is allowable.","status,ominous,passive,mechanic,supreme"
"Ominous (Spent Effect)","Spent Effect: When expending status to give Disgraced/Forsaken, it can ONLY be removed by another Inner Circle member.","status,ominous,spent,mechanic,permanent,punishment"
"Status: Praised","A Fleeting Status trait. Gained by publicly insulting a Disgraced character. Represents social approval for shunning pariahs.","status,fleeting,praised,social,insult,positive"
"Praised (Passive Effect)","Passive Effect: None.","status,praised,passive,mechanic,none"
"Praised (Spent Effect)","Spent Effect: Claim a small favor (Trivial Boon level) from any Accepted sect member not already in your debt.","status,praised,spent,mechanic,favor,boon"
"Status: Privileged","An Abiding Status trait. Held by Sheriff or Elder. Represents legal immunity and high standing.","status,abiding,privileged,sheriff,elder,positive"
"Privileged (Passive Effect)","Passive Effect: Cannot be openly/effectively accused of lying unless accuser has Privileged, Commander, Triumphant, or Authority.","status,privileged,passive,mechanic,defense,lying,truth"
"Privileged (Spent Effect)","Spent Effect: Give the Negative Status 'Vulgar'.","status,privileged,spent,mechanic,punishment,vulgar"
"Status: Prominent","An Abiding Status trait. Held by the Harpy. Represents control over social standing.","status,abiding,prominent,harpy,positive"
"Prominent (Passive Effect)","Passive Effect: Award 'Honorable' or 'Courteous'. Target limited to one from you at a time.","status,prominent,passive,mechanic,granting status,buff"
"Prominent (Spent Effect)","Spent Effect: Exile. Target must physically leave the scene (room/area) for 10 minutes. If they refuse, they gain 'Disgraced'. Cannot be used in combat.","status,prominent,spent,mechanic,exile,social,punishment"
"Status: Sanctioned","A Fleeting Status trait. Awarded by Sovereign (Prince). Represents a legal exception.","status,fleeting,sanctioned,legal,pardon,positive"
"Sanctioned (Passive Effect)","Passive Effect: None.","status,sanctioned,passive,mechanic,none"
"Sanctioned (Spent Effect)","Spent Effect: Allows a specifically defined breach of one sect law without punishment. An exception granted by Authority.","status,sanctioned,spent,mechanic,law breaking,exception"
"Status: Sovereign","An Abiding Status trait. Held by the Prince. Represents absolute dominion over the territory.","status,abiding,sovereign,prince,positive"
"Sovereign (Passive Effect)","Passive Effect: Award 'Courteous', 'Enforcer', or 'Loyal' without expending. Target limited to one from you at a time. Cannot be openly contradicted in your domain (unless Privileged/Authority).","status,sovereign,passive,mechanic,granting status,dominion"
"Sovereign (Spent Effect)","Spent Effect: Give 'Sanctioned' or 'Forsaken' (Blood Hunt) in a single domain.","status,sovereign,spent,mechanic,blood hunt,sanction,punishment"
"Status: Triumphant","A Fleeting Status trait. Gained by killing a Forsaken (Blood Hunted) Kindred. Represents victory.","status,fleeting,triumphant,victory,positive"
"Triumphant (Passive Effect)","Passive Effect: Special privileges at gatherings (seating, notice). Right to feed in any sect domain (reduces feed actions by 1, min 0).","status,triumphant,passive,mechanic,feeding,privilege"
"Triumphant (Spent Effect)","Spent Effect: Ignore the censure of all negative status for one hour. Works even if negative status would normally prevent using status.","status,triumphant,spent,mechanic,immunity,breakout"
"Status: Victorious","A Fleeting Status trait. Gained by winning a Symbel (Status contest). Represents winning.","status,fleeting,victorious,symbel,contest,positive"
"Victorious (Passive Effect)","Passive Effect: On the night gained, others can give you positive status without expending their own traits.","status,victorious,passive,mechanic,magnet,buff"
"Victorious (Spent Effect)","Spent Effect: Immediately regain a status you just spent, or remove 'Warned' from self or another in the jurisdiction where won.","status,victorious,spent,mechanic,refresh,pardon"
"Status: Vulgar","A Negative Status trait. Punished by Privileged (Sheriff) or Noble (Harpy/Seneschal/Primogen). Represents social faux pas.","status,negative,vulgar,punishment,social"
"Vulgar (Censure)","Censure: All Fleeting Status traits are lost immediately for the night. Cannot gain new Fleeting Status for the night. Lasts one night.","status,vulgar,censure,mechanic,strip,block"
"Vulgar (Punishment)","Punishment: If a second 'Vulgar' is received while holding one, it upgrades automatically to 'Warned'.","status,vulgar,mechanic,upgrade,warned"
"Status: Warned","A Negative Status trait. Punished by Authority/Enforcer/Guardian or attacking an Elder. Represents a formal warning/probation.","status,negative,warned,punishment,probation"
"Warned (Censure)","Censure: Cannot speak to officers in public unless spoken to. Cannot contradict officers. Can apologize (Minor Boon) to avoid breaking censure. May have alternate physical punishments (loss of finger, brand).","status,warned,censure,mechanic,silence,restriction"
"Warned (Duration)","Duration: Lasts 2 games or 1 month. If received again while active, duration extends by 2 games/1 month.","status,warned,mechanic,duration,stacking"
"Warned (Breach)","Breach: If censure is broken, gain 'Disgraced' in addition to 'Warned'.","status,warned,mechanic,breach,disgraced"
"Position: Inner Circle","Abiding Status: Ascendant, Authority, Commander, Ominous.","position,inner circle,status,ascendant,authority,commander,ominous"
"Position: Imperator","Abiding Status: Ascendant, Authority, Commander.","position,imperator,status,ascendant,authority,commander"
"Position: Justicar","Abiding Status: Ascendant, Authority, Commander.","position,justicar,status,ascendant,authority,commander"
"Position: Archon","Abiding Status: Commander, Noble.","position,archon,status,commander,noble"
"Position: Alastor","Abiding Status: Commander.","position,alastor,status,commander"
"Position: Prince","Abiding Status: Authority, Commander, Sovereign.","position,prince,status,authority,commander,sovereign"
"Position: Seneschal","Abiding Status: Noble. Also Authority (only when Prince is not in attendance).","position,seneschal,status,noble,authority"
"Position: Primogen","Abiding Status: Noble.","position,primogen,status,noble"
"Position: Whip","Abiding Status: Noble (only when Primogen is not in attendance).","position,whip,status,noble"
"Position: Harpy","Abiding Status: Prominent, Noble, Guardian.","position,harpy,status,prominent,noble,guardian"
"Position: Keeper of Elysium","Abiding Status: Enforcer, Guardian.","position,keeper,status,enforcer,guardian"
"Position: Sheriff","Abiding Status: Enforcer, Privileged.","position,sheriff,status,enforcer,privileged"
"Position: Scourge","Abiding Status: Enforcer.","position,scourge,status,enforcer"
"Position: Elder","Abiding Status: Confirmed, Established, Privileged.","position,elder,status,confirmed,established,privileged"
"Position: Ancilla","Abiding Status: Confirmed.","position,ancilla,status,confirmed"
"Merit: Architect of the Tower","Innate Status: Architect.","merit,architect of the tower,status,architect"
"Merit: Prestigious Sire","Innate Status: Loyal.","merit,prestigious sire,status,loyal"
"Fleeting Status","Temporary status traits that can be gained, spent, and lost. Examples: Acclaimed, Courageous, Courteous, Defender, Favored, Gallant, Honorable, Loyal, Praised, Sanctioned, Triumphant, Victorious.","status,category,fleeting,temporary"
"Abiding Status","Permanent status traits derived from position or rank. Examples: Ascendant, Authority, Commander, Confirmed, Enforcer, Established, Guardian, Noble, Ominous, Privileged, Prominent, Sovereign.","status,category,abiding,permanent,position"
"Negative Status","Punitive status traits that censure the holder. Examples: Disgraced, Forsaken, Vulgar, Warned.","status,category,negative,punishment"
"Innate Status","Status derived from Merits. Always active. Examples: Architect, Loyal (from Prestigious Sire).","status,category,innate,merit,permanent"
"Symbel","A contest for status, the winner of which receives the 'Victorious' trait.","mechanic,symbel,contest,victorious"
title,content,keywords
"1888 Vanderbilt Purchase","The year George Vanderbilt began purchasing 12,500 acres for his estate. This event drew the Ventrue Elder Evander to the region to capitalize on the development.","history,1888,vanderbilt,evander,ventrue"
"1900 Establishment of Praxis","The year Prince Evander declared the domain of Asheville safe from Lupines and officially established his Praxis.","history,1900,praxis,evander,founding"
"1910 Sabbat Incursion","The arrival of the Sword of Caine in Asheville, led by the young firebrand Tallula Donegan, seeking a stronghold for cross-Appalachian travel.","history,1910,sabbat,tallula,invasion"
"1914 Betrayal of Evander","The pivotal moment when E.W. Grove betrayed his sire, Prince Evander, to the Sabbat. Evander was destroyed, and the domain fell to the Sword of Caine.","history,1914,betrayal,grove,evander,coup"
"1914 Lupine Truce","A treaty struck by Archbishop Tallula Donegan with the Lupines immediately after taking power. It established the Biltmore Estate as neutral/forbidden ground in exchange for peace.","history,1914,treaty,lupines,biltmore,tallula"
"1927 Grove's Retirement","The year E.W. Grove faked his death/retired his mortal identity to rule entirely from the shadows as a vampire.","history,1927,grove,masquerade,identity"
"1948 Highland Hospital Fire","A disaster used to cover up the scandal of Tallula's affair with the ghoul Zelda Fitzgerald. Zelda was embraced in front of the Diocese after the fire.","history,1948,fire,zelda,tallula,scandal"
"1992 Black Hand Assassination","The first of several failed assassination attempts against Prince Tallula by the Black Hand following her defection to the Camarilla.","history,1992,black hand,assassination,tallula"
"2000 Banu Haqim Seat","The year the Banu Haqim (via Magda Doluda) were granted a seat on the Primogen Council, replacing the Gangrel who had renounced it.","history,2000,primogen,banu haqim,magda"
"2001 Arboretum Elysium","The establishment of the NC Arboretum as a second Elysium. It includes an amphitheater for ritual combat, a controversial move that echoed Sabbat traditions.","history,2001,elysium,arboretum,combat,arena"
"2002 Path of Humanity","The year Prince Tallula successfully transitioned from the Path of Honorable Accord to the Path of Humanity, solidifying her Camarilla standing.","history,2002,tallula,humanity,path,redemption"
"2023 Edict of Succession","A decision ratified at the Grand Conclave listing Anarch domains in violation of Camarilla law.","history,2023,conclave,law,anarch,edict"
"2023 Setite Negotiations","The formal beginning of talks to bring the Ministry (Setites) into the Camarilla, initiated at the Grand Conclave.","history,2023,conclave,ministry,setites,politics"
"December 2024 War Declaration","Prince Tallula declares open war on the Garou (Werewolves) following the disappearance of Big Ben and Oliver.","history,2024,war,garou,tallula,declaration"
"The Biltmore Message (Jan 2025)","A message painted in blood at the Biltmore Estate reading 'Treaty Broken', signaling the end of the 1914 truce with the Lupines.","history,2025,biltmore,threat,lupines,war"
"February 2025 Attempted Coup","Prince Tallula appears at court with three gunshot wounds. Shimmer (Brujah) is destroyed for the attempt. Daveed Fourié is named Seneschal.","history,2025,coup,shimmer,tallula,daveed"
"Symbel Ordeal","A formal contest or tournament used to determine status or appointments in the domain. Winners are often granted the status 'Victorious'.","mechanic,symbel,contest,status,politics"
"Title: Talon","A specific title used by the Harpy (Sister Tiffany/Bugs) to designate their deputies or favored agents of the month.","title,harpy,talon,deputy,status"
"Bele Chere Festival","A massive street festival in Asheville held in August. A backdrop for intense social maneuvering and potential Masquerade breaches due to the crowds.","event,festival,bele chere,summer,setting"
"Kemintiri (Red List)","The subject of the upcoming 2025 Judicial Conclave in London. The conclave will debate her removal from the #1 spot on the Red List.","lore,red list,kemintiri,conclave,politics"
"FBI Incursion (Sept 2025)","The arrival of federal agents in Asheville, prompting Prince Daveed to order Erecura to alter her appearance to avoid the Second Inquisition.","history,2025,fbi,si,hunters,erecura"
"Ophelia's Sheriffdom","The brief period in early 2025 where Ophelia (Malkavian) served as Sheriff after Oliver's disappearance and before Manfred took the role.","history,2025,ophelia,sheriff,malkavian"
"Shimmer (Brujah)","Former Seneschal to Tallula in late 2024/early 2025. Destroyed by Tallula after a failed assassination/coup attempt.","npc,brujah,shimmer,dead,traitor"
"Michael Valentine (Keeper)","The Brujah Keeper of Elysium appointed in August 2025. He introduced the 'Steward' system for Elysium staff.","npc,brujah,keeper,michael valentine,elysium"
"Grant Smalls","Tremere Neonate appointed as the first Steward of Elysium by Michael Valentine.","npc,tremere,steward,grant smalls,elysium"
"Damien Natosa's Fashion Symbel","A contest held by the Elder Tzimisce/Ventrue Damien Natosa to update his wardrobe after waking from torpor.","history,symbel,fashion,damien natosa,social"
"Treaty of the Land of the Sky (1991)","The founding document of the Camarilla domain, overseen by Elder Volshebnik. It granted seats to 7 clans and established the Basilica as Elysium.","lore,treaty,law,1991,constitution"
"Highland Hospital","The site of the 1948 fire used to cover up Zelda Fitzgerald's embrace. A location of historical trauma.","location,history,hospital,fire,zelda"
"The Amphitheater","The ritual combat arena located within the NC Arboretum Elysium. Used for duels and executions (like the 2001 Brujah Primogen execution).","location,elysium,arena,combat,arboretum"
"Zephyr's Breach (March 2025)","The massive Masquerade breach at Crossroads Studio caused by the singer Zephyr. Resulted in a fire and significant scrutiny.","history,2025,zephyr,breach,fire,crossroads"
"Operation: Fight Club","A rumored (and denied) Symbel Ordeal for combat that Jack Greenlimb teased in Feb 2025.","history,symbel,fight club,jack greenlimb,rumor"
"Uno (Janus's Game)","A card game brought to Elysium by the Elder Janus. He stated people could play without him if he wasn't at the table.","flavor,janus,game,uno,elder quirk"
"Basillia (Justicar)","The Gangrel Justicar appointed/confirmed in 2023 after the clan's return to the Tower.","npc,justicar,gangrel,basillia,leader"
"Juliet Parr (Justicar)","The Malkavian Justicar. Sheriff of London. Presiding over the 2025 Conclave regarding Kemintiri.","npc,justicar,malkavian,juliet parr,leader"
"Tegyrius (Justicar)","The Banu Haqim Justicar. A former Vizier who led the schismatics into the Camarilla.","npc,justicar,banu haqim,tegyrius,leader"
"Cock Robin (Justicar)","The Nosferatu Justicar. Confirmed in the 2023 post-Conclave shuffle.","npc,justicar,nosferatu,cock robin,leader"
"Lucinde (Justicar)","The Ventrue Justicar and Alastor. One of the most powerful Kindred in the Camarilla.","npc,justicar,ventrue,lucinde,leader"
"Ulugh Begh (Justicar)","The Tremere Justicar. Known for a hardline stance against the Sabbat. His Archon Ferrum Civis died in Asheville.","npc,justicar,tremere,ulugh begh,leader"
"Madame Guil (Justicar)","The Toreador Justicar. An ally of Tallula Donegan who protected the domain from scrutiny for years.","npc,justicar,toreador,madame guil,leader"
"Theo Bell (Justicar)","The Brujah Justicar. Famous for killing Hardestadt. Represents the 'Loyalist' Brujah.","npc,justicar,brujah,theo bell,leader"
"Imperator Karsh","The Warlord of the Camarilla who vanished in 2023, leaving a power vacuum in the military leadership.","npc,imperator,karsh,missing,mystery"
"Anarch Revolt (Argentina)","Reference to the defection of Ana Maria Alverez and the fall of Rosario to the Anarchs in late 2024.","history,2024,anarch,argentina,ana maria"
"The Independent Alliance","A faction (Setites, Giovanni, etc.) that ratified a decision in Las Vegas (Sept 2025) to attack the Sabbat.","faction,independent,politics,war,alliance"
"Palla Grande Offensive (2025)","A coordinated strike by the Independent Alliance against Sabbat strongholds (Atlanta, Savannah) on Halloween 2025.","history,2025,war,sabbat,halloween,offensive"
"Judicial Conclave","A high-level Camarilla court meeting to decide major laws or judge high-profile cases (like the Red List).","event,conclave,court,politics,law"
"Grand Conclave","The highest gathering of the Camarilla, occurring rarely (last in 2023), where Justicars are chosen.","event,conclave,supreme,politics,gathering"
"Monomacy","Ritual duel for leadership or grievance resolution, used by the Sabbat (and occasionally Asheville Kindred).","rules,combat,duel,sabbat,ritual"
"Diocese of WNC","The Sabbat organizational term for Western North Carolina.","term,sabbat,territory,wnc,diocese"
"Land of the Sky","The poetic name for the Asheville domain, used in treaties and titles.","term,asheville,name,title,setting"
"The Ivory Tower","Metaphor for the Camarilla.","term,camarilla,metaphor,name"
"The Sword of Caine","Metaphor for the Sabbat.","term,sabbat,metaphor,name"
"Lupine War","The ongoing conflict between Asheville Kindred and the Garou, flaring up in 1900 and again in 2024.","history,war,lupines,garou,conflict"
"Pentex","A mega-corporation mentioned in 1888 history as working with George Vanderbilt. Enemy of the Garou.","lore,pentex,corporation,enemy,wyrm"
"George Vanderbilt","Mortal tycoon whose estate purchase in 1888 catalyzed the Kindred population of Asheville.","npc,mortal,history,vanderbilt,biltmore"
"Industrial Revolution","The era that allowed vampires to finally settle the 'urban valleys' of the mountains in numbers.","history,industrial,settlement,growth"
"Cross-Appalachian Travel","The strategic goal of the Sabbat in 1910—to control the mountain passes for movement.","history,sabbat,strategy,travel,geography"
"The Great Fire of London (1666)","Historical event mentioned in Tallula's backstory that ruined her family.","history,background,tallula,london,fire"
"Julie d’Aubigny (La Maupin)","Historical figure cited as the 'vibe' for Tallula Donegan.","flavor,inspiration,tallula,duelist,opera"
"Highland Hospital","Site of Zelda Fitzgerald's death/embrace.","location,history,zelda,hospital"
"Basilica of St. Lawrence","Established as Elysium in 1991. The primary court location.","location,elysium,basilica,court"
"Primogen Council","The ruling council of the domain. Composition has shifted over the years (Gangrel out/in, Banu Haqim in).","politics,council,primogen,government"
"Black Mountain","Outlying town mentioned as a Sabbat stronghold in 1991 and present day.","location,sabbat,black mountain,territory"
"Waynesville","Outlying town mentioned as a Sabbat stronghold.","location,sabbat,waynesville,territory"
"The Harpy's Ledger","The record of boons and status maintained by the Harpy.","item,harpy,records,boons,status"
"Second Inquisition","The modern threat of government hunters (FBI/NSA).","antagonist,si,hunters,fbi,threat"
"Gehenna Cults","Cults predicting the end of the world, cracked down upon by Tallula in 1999.","lore,gehenna,cult,religion,history"
"Path of Honorable Accord","The Path of Enlightenment Tallula followed before switching to Humanity in 2002.","lore,path,sabbat,tallula,history"
"Autark","A vampire outside the sect system. Johannan Wilder was one before 2011.","term,unaligned,autark,independent"
"Schismatics","The faction of Banu Haqim that split from Alamut to join the Camarilla.","faction,banu haqim,schismatics,camarilla"
"Vizier","A caste of Banu Haqim focused on administration and scholarship (e.g., Magda Doluda).","term,banu haqim,caste,scholar"
"Warrior","A caste of Banu Haqim focused on combat (e.g., Daveed Fourié).","term,banu haqim,caste,fighter"
"Sorcerer","A caste of Banu Haqim focused on blood magic.","term,banu haqim,caste,mage"
"Anathema","Another name for the Red List.","term,red list,hunted,criminal"
"Kindred Involvement (1888)","The start of significant vampire activity in WNC.","history,1888,start,timeline"
"War with Lupines (1900)","The first major war securing the domain.","history,1900,war,lupines"
"Sabbat Join the Fight (1910)","The Sabbat's entry into the local conflict.","history,1910,sabbat,war"
"Land of the Sky Falls (1914)","The conquest of Asheville by the Sabbat.","history,1914,sabbat,conquest"
"Unsteady Truce (1914)","The agreement between Sabbat and Lupines.","history,1914,truce,lupines"
"Grove Arcade Finished (1929)","Completion of the major skyscraper.","history,1929,grove,building"
"Treaty of Land of the Sky (1991)","The return of the domain to the Camarilla.","history,1991,camarilla,return"
"First Assassination Attempt (1992)","Black Hand attack on Tallula.","history,1992,sabbat,attack"
"Red Star Shines (1999)","The omen of Gehenna.","history,1999,gehenna,omen"
"Schismatics Find a Seat (2000)","Banu Haqim entry to council.","history,2000,banu haqim,council"
"Arboretum becomes Elysium (2001)","Expansion of domain territory.","history,2001,elysium,arboretum"
"Change is here to stay (2002)","Tallula's path change.","history,2002,tallula,path"
"Gangrel Return (2011)","Reinstatement of Gangrel Primogen.","history,2011,gangrel,council"
"Grand Conclave (2023)","Global Camarilla shifts.","history,2023,conclave,global"
